iRecordIndex,sToolName,iToolNum,sEssaiPartNum,sMaterial,sHolderName,sToolGroupName,dOHL,sOHL_letter,iRF,dGageLength,sToolManufacturer,sToolEdp,sToolCribLoc,dDia,dLoc,iFlt,dCnrR,dAng,sThread
14829,PL024035D,24035,800-501524-02A,PL,HSK63-PG10x100,SD,0.52,D,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14830,PG024035A,24035,800-501524-02A,PG,HSK63-PG10x100,SD,0.115,A,1,4.052,Harvey,932720,A5,0.02,0.06,2,0,60,
14831,PG024035B,24035,800-501524-02A,PG,HSK63-PG10x100,SD,0.25,B,1,4.187,Harvey,932720,A5,0.02,0.06,2,0,60,
14832,PG024035C,24035,800-501524-02A,PG,HSK63-PG10x100,SD,0.39,C,1,4.327,Harvey,932720,A5,0.02,0.06,2,0,60,
14833,PG024035D,24035,800-501524-02A,PG,HSK63-PG10x100,SD,0.52,D,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14834,AL001090A,1090,800-501751-01A,AL,HSK63-ER16x100,EM,0.7,A,0,4.637,DESTINY,DVH42408RC,A5,0.375,0.5,4,0,0,
14835,AL002386A,2386,800-501751-01A,AL,HSK63-ER16x100,EM,0.7,A,1,4.637,DESTINY,DVH42408RC,A5,0.375,0.5,4,0,0,
14836,AL001091A,1091,800-501751-01A,AL,HSK63-ER32x100,EM,0.7,A,0,4.637,DESTINY,DVH42408RC,A5,0.375,0.5,4,0,0,
14837,AL002387A,2387,800-501751-01A,AL,HSK63-ER32x100,EM,0.7,A,1,4.637,DESTINY,DVH42408RC,A5,0.375,0.5,4,0,0,
14838,S1001190A,1190,,S1,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14839,S1001190B,1190,,S1,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14840,S1001190C,1190,,S1,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14841,S1001190D,1190,,S1,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14842,CU001190A,1190,,CU,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14843,CU001190B,1190,,CU,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14844,CU001190C,1190,,CU,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14845,CU001190D,1190,,CU,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14846,PG001190A,1190,,PG,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14847,PG001190B,1190,,PG,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14848,PG001190C,1190,,PG,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14849,PG001190D,1190,,PG,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14850,S1002388A,2388,,S1,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14851,S1002388B,2388,,S1,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14852,S1002388C,2388,,S1,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14853,S1002388D,2388,,S1,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14854,CU002388A,2388,,CU,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14855,CU002388B,2388,,CU,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14856,CU002388C,2388,,CU,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14857,CU002388D,2388,,CU,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14858,PG002388A,2388,,PG,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14859,PG002388B,2388,,PG,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14860,PG002388C,2388,,PG,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14861,PG002388D,2388,,PG,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14862,S1002389A,2389,,S1,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14863,S1002389B,2389,,S1,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14864,S1002389C,2389,,S1,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14865,S1002389D,2389,,S1,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14866,S1002389E,2389,,S1,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14867,CU002389A,2389,,CU,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14868,CU002389B,2389,,CU,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14869,CU002389C,2389,,CU,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14870,CU002389D,2389,,CU,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14871,CU002389E,2389,,CU,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14872,PL002389A,2389,,PL,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14873,PL002389B,2389,,PL,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14874,PL002389C,2389,,PL,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14875,PL002389D,2389,,PL,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14876,PL002389E,2389,,PL,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14877,PG002389A,2389,,PG,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14878,PG002389B,2389,,PG,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14879,PG002389C,2389,,PG,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14880,PG002389D,2389,,PG,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14881,PG002389E,2389,,PG,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14882,AL024036A,24036,800-502780-01A,AL,HSK63-PG10x100,SD,0.355,A,1,4.292,Harvey,932720,A5,0.02,0.06,2,0,60,
14883,AL024036B,24036,800-502780-01A,AL,HSK63-PG10x100,SD,0.52,B,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14884,S1024036A,24036,800-502780-01A,S1,HSK63-PG10x100,SD,0.355,A,1,4.292,Harvey,932720,A5,0.02,0.06,2,0,60,
14885,S1024036B,24036,800-502780-01A,S1,HSK63-PG10x100,SD,0.52,B,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14886,CU024036A,24036,800-502780-01A,CU,HSK63-PG10x100,SD,0.355,A,1,4.292,Harvey,932720,A5,0.02,0.06,2,0,60,
14887,CU024036B,24036,800-502780-01A,CU,HSK63-PG10x100,SD,0.52,B,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14888,PL024036A,24036,800-502780-01A,PL,HSK63-PG10x100,SD,0.355,A,1,4.292,Harvey,932720,A5,0.02,0.06,2,0,60,
14889,PL024036B,24036,800-502780-01A,PL,HSK63-PG10x100,SD,0.52,B,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14890,PG024036A,24036,800-502780-01A,PG,HSK63-PG10x100,SD,0.355,A,1,4.292,Harvey,932720,A5,0.02,0.06,2,0,60,
14891,PG024036B,24036,800-502780-01A,PG,HSK63-PG10x100,SD,0.52,B,1,4.457,Harvey,932720,A5,0.02,0.06,2,0,60,
14892,S1013011A,13011,800-502550-01A,S1,HSK63-PG10x100,CM,0.62,A,0,4.557,Harvey,12906-C3,A5,0.094,0.375,2,0,120,
14893,CU013011A,13011,800-502550-01A,CU,HSK63-PG10x100,CM,0.62,A,0,4.557,Harvey,12906-C3,A5,0.094,0.375,2,0,120,
14894,PG013011A,13011,800-502550-01A,PG,HSK63-PG10x100,CM,0.62,A,0,4.557,Harvey,12906-C3,A5,0.094,0.375,2,0,120,
14895,AL001191A,1191,800-503023-01A,AL,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14896,AL001191B,1191,800-503023-01A,AL,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14897,AL001191C,1191,800-503023-01A,AL,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14898,AL001191D,1191,800-503023-01A,AL,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14899,AL001191E,1191,800-503023-01A,AL,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14900,S1001191A,1191,800-503023-01A,S1,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14901,S1001191B,1191,800-503023-01A,S1,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14902,S1001191C,1191,800-503023-01A,S1,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14903,S1001191D,1191,800-503023-01A,S1,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14904,S1001191E,1191,800-503023-01A,S1,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14905,PG001191A,1191,800-503023-01A,PG,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14906,PG001191B,1191,800-503023-01A,PG,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14907,PG001191C,1191,800-503023-01A,PG,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14908,PG001191D,1191,800-503023-01A,PG,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14909,PG001191E,1191,800-503023-01A,PG,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14910,AL002390A,2390,800-503023-01A,AL,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14911,AL002390B,2390,800-503023-01A,AL,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14912,AL002390C,2390,800-503023-01A,AL,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14913,AL002390D,2390,800-503023-01A,AL,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14914,AL002390E,2390,800-503023-01A,AL,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14915,S1002390A,2390,800-503023-01A,S1,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14916,S1002390B,2390,800-503023-01A,S1,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14917,S1002390C,2390,800-503023-01A,S1,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14918,S1002390D,2390,800-503023-01A,S1,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14919,S1002390E,2390,800-503023-01A,S1,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14920,PG002390A,2390,800-503023-01A,PG,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34619,A5,0.019,0.029,3,0,0,
14921,PG002390B,2390,800-503023-01A,PG,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34619,A5,0.019,0.029,3,0,0,
14922,PG002390C,2390,800-503023-01A,PG,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34619,A5,0.019,0.029,3,0,0,
14923,PG002390D,2390,800-503023-01A,PG,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34619,A5,0.019,0.029,3,0,0,
14924,PG002390E,2390,800-503023-01A,PG,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34619,A5,0.019,0.029,3,0,0,
14925,AL001192A,1192,800-503022-01A,AL,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14926,AL001192B,1192,800-503022-01A,AL,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14927,AL001192C,1192,800-503022-01A,AL,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14928,AL001192D,1192,800-503022-01A,AL,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14929,AL001192E,1192,800-503022-01A,AL,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14930,S1001192A,1192,800-503022-01A,S1,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14931,S1001192B,1192,800-503022-01A,S1,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14932,S1001192C,1192,800-503022-01A,S1,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14933,S1001192D,1192,800-503022-01A,S1,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14934,S1001192E,1192,800-503022-01A,S1,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14935,PG001192A,1192,800-503022-01A,PG,HSK63-PG10x100,EM,0.32,A,0,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14936,PG001192B,1192,800-503022-01A,PG,HSK63-PG10x100,EM,0.62,B,0,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14937,PG001192C,1192,800-503022-01A,PG,HSK63-PG10x100,EM,0.92,C,0,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14938,PG001192D,1192,800-503022-01A,PG,HSK63-PG10x100,EM,1.22,D,0,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14939,PG001192E,1192,800-503022-01A,PG,HSK63-PG10x100,EM,1.52,E,0,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14940,AL002391A,2391,800-503022-01A,AL,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14941,AL002391B,2391,800-503022-01A,AL,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14942,AL002391C,2391,800-503022-01A,AL,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14943,AL002391D,2391,800-503022-01A,AL,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14944,AL002391E,2391,800-503022-01A,AL,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14945,S1002391A,2391,800-503022-01A,S1,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14946,S1002391B,2391,800-503022-01A,S1,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14947,S1002391C,2391,800-503022-01A,S1,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14948,S1002391D,2391,800-503022-01A,S1,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14949,S1002391E,2391,800-503022-01A,S1,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14950,PG002391A,2391,800-503022-01A,PG,HSK63-PG10x100,EM,0.32,A,1,4.257,Harvey,34618,A5,0.018,0.027,3,0,0,
14951,PG002391B,2391,800-503022-01A,PG,HSK63-PG10x100,EM,0.62,B,1,4.557,Harvey,34618,A5,0.018,0.027,3,0,0,
14952,PG002391C,2391,800-503022-01A,PG,HSK63-PG10x100,EM,0.92,C,1,4.857,Harvey,34618,A5,0.018,0.027,3,0,0,
14953,PG002391D,2391,800-503022-01A,PG,HSK63-PG10x100,EM,1.22,D,1,5.157,Harvey,34618,A5,0.018,0.027,3,0,0,
14954,PG002391E,2391,800-503022-01A,PG,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,34618,A5,0.018,0.027,3,0,0,
14955,S1001193A,1193,800-501508-01A,S1,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14956,S1001193B,1193,800-501508-01A,S1,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14957,S1001193C,1193,800-501508-01A,S1,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14958,S1001193D,1193,800-501508-01A,S1,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14959,CU001193A,1193,800-501508-01A,CU,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14960,CU001193B,1193,800-501508-01A,CU,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14961,CU001193C,1193,800-501508-01A,CU,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14962,CU001193D,1193,800-501508-01A,CU,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14963,PG001193A,1193,800-501508-01A,PG,HSK63-PG10x100,EM,0.17,A,0,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14964,PG001193B,1193,800-501508-01A,PG,HSK63-PG10x100,EM,0.29,B,0,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14965,PG001193C,1193,800-501508-01A,PG,HSK63-PG10x100,EM,0.4,C,0,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14966,PG001193D,1193,800-501508-01A,PG,HSK63-PG10x100,EM,0.52,D,0,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14967,S1002392A,2392,800-501508-01A,S1,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14968,S1002392B,2392,800-501508-01A,S1,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14969,S1002392C,2392,800-501508-01A,S1,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14970,S1002392D,2392,800-501508-01A,S1,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14971,CU002392A,2392,800-501508-01A,CU,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14972,CU002392B,2392,800-501508-01A,CU,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14973,CU002392C,2392,800-501508-01A,CU,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14974,CU002392D,2392,800-501508-01A,CU,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14975,PG002392A,2392,800-501508-01A,PG,HSK63-PG10x100,EM,0.17,A,1,4.107,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14976,PG002392B,2392,800-501508-01A,PG,HSK63-PG10x100,EM,0.29,B,1,4.227,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14977,PG002392C,2392,800-501508-01A,PG,HSK63-PG10x100,EM,0.4,C,1,4.337,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14978,PG002392D,2392,800-501508-01A,PG,HSK63-PG10x100,EM,0.52,D,1,4.457,Harvey,836355-C3,A5,0.055,0.165,3,0,0,
14979,S1002393A,2393,800-501705-01A ,S1,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14980,S1002393B,2393,800-501705-01A ,S1,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14981,S1002393C,2393,800-501705-01A ,S1,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14982,S1002393D,2393,800-501705-01A ,S1,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14983,S1002393E,2393,800-501705-01A ,S1,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14984,CU002393A,2393,800-501705-01A ,CU,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14985,CU002393B,2393,800-501705-01A ,CU,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14986,CU002393C,2393,800-501705-01A ,CU,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14987,CU002393D,2393,800-501705-01A ,CU,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14988,CU002393E,2393,800-501705-01A ,CU,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14989,PL002393A,2393,800-501705-01A ,PL,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14990,PL002393B,2393,800-501705-01A ,PL,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14991,PL002393C,2393,800-501705-01A ,PL,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14992,PL002393D,2393,800-501705-01A ,PL,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14993,PL002393E,2393,800-501705-01A ,PL,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14994,PG002393A,2393,800-501705-01A ,PG,HSK63-PG10x100,EM,0.19,A,1,4.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14995,PG002393B,2393,800-501705-01A ,PG,HSK63-PG10x100,EM,0.52,B,1,4.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14996,PG002393C,2393,800-501705-01A ,PG,HSK63-PG10x100,EM,0.86,C,1,4.797,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14997,PG002393D,2393,800-501705-01A ,PG,HSK63-PG10x100,EM,1.19,D,1,5.127,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14998,PG002393E,2393,800-501705-01A ,PG,HSK63-PG10x100,EM,1.52,E,1,5.457,Harvey,888445-C3,A5,0.045,0.187,3,0,0,
14999,PL035026A,35026,800-500538,PL,HSK63-ER16x100,RM,1.19,A,1,5.127,MA FORD,27212550,A5,0.1255,0.7,4,0,0,
15000,AL001194A,1194,800-500295,AL,HSK63-ER16x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15001,AL001194B,1194,800-500295,AL,HSK63-ER16x100,EM,0.57,B,0,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15002,AL001194C,1194,800-500295,AL,HSK63-ER16x100,EM,0.67,C,0,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15003,AL001194D,1194,800-500295,AL,HSK63-ER16x100,EM,0.78,D,0,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15004,CU001194A,1194,800-500295,CU,HSK63-ER16x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15005,CU001194B,1194,800-500295,CU,HSK63-ER16x100,EM,0.57,B,0,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15006,CU001194C,1194,800-500295,CU,HSK63-ER16x100,EM,0.67,C,0,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15007,CU001194D,1194,800-500295,CU,HSK63-ER16x100,EM,0.78,D,0,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15008,PL001194A,1194,800-500295,PL,HSK63-ER16x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15009,PL001194B,1194,800-500295,PL,HSK63-ER16x100,EM,0.57,B,0,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
15010,PL001194C,1194,800-500295,PL,HSK63-ER16x100,EM,0.67,C,0,4.607,SGS,30305,A5,0.0469,0.109,2,0,0,
15011,PL001194D,1194,800-500295,PL,HSK63-ER16x100,EM,0.78,D,0,4.717,SGS,30305,A5,0.0469,0.109,2,0,0,
15012,PG001194A,1194,800-500295,PG,HSK63-ER16x100,EM,0.46,A,0,4.397,SGS,30305,A5,0.0469,0.109,2,0,0,
15013,PG001194B,1194,800-500295,PG,HSK63-ER16x100,EM,0.57,B,0,4.507,SGS,30305,A5,0.0469,0.109,2,0,0,
